amp 1.000000, freq 1.250000, dur 10.000000, dt 0.005000
0.000000 0.000451
0.390625 0.000238
0.781250 0.023945
1.171875 0.310126
1.562500 0.113378
1.953125 0.002102
2.343750 0.001332
2.734375 0.000455
3.125000 0.000371
3.515625 0.000207
3.906250 0.000190
4.296875 0.000128
4.687500 0.000117
5.078125 0.000091
5.468750 0.000079
5.859375 0.000066
6.250000 0.000058
6.640625 0.000050
7.031250 0.000045
7.421875 0.000039
7.812500 0.000036
8.203125 0.000031
8.593750 0.000029
8.984375 0.000026
9.375000 0.000024
9.765625 0.000022
10.156250 0.000021
10.546875 0.000019
10.937500 0.000018
11.328125 0.000016
11.718750 0.000015
12.109375 0.000014
12.500000 0.000013
12.890625 0.000013
13.281250 0.000012
13.671875 0.000011
14.062500 0.000011
14.453125 0.000010
14.843750 0.000010
15.234375 0.000009
15.625000 0.000009
16.015625 0.000008
16.406250 0.000008
16.796875 0.000007
17.187500 0.000007
17.578125 0.000007
17.968750 0.000007
18.359375 0.000006
18.750000 0.000006
19.140625 0.000006
19.531250 0.000006
19.921875 0.000005
20.312500 0.000005
20.703125 0.000005
21.093750 0.000005
21.484375 0.000005
21.875000 0.000004
22.265625 0.000004
22.656250 0.000004
23.046875 0.000004
23.437500 0.000004
23.828125 0.000004
24.218750 0.000004
24.609375 0.000004
25.000000 0.000003
25.390625 0.000003
25.781250 0.000003
26.171875 0.000003
26.562500 0.000003
26.953125 0.000003
27.343750 0.000003
27.734375 0.000003
28.125000 0.000003
28.515625 0.000003
28.906250 0.000003
29.296875 0.000003
29.687500 0.000002
30.078125 0.000002
30.468750 0.000002
30.859375 0.000002
31.250000 0.000002
31.640625 0.000002
32.031250 0.000002
32.421875 0.000002
32.812500 0.000002
33.203125 0.000002
33.593750 0.000002
33.984375 0.000002
34.375000 0.000002
34.765625 0.000002
35.156250 0.000002
35.546875 0.000002
35.937500 0.000002
36.328125 0.000002
36.718750 0.000002
37.109375 0.000002
37.500000 0.000002
37.890625 0.000002
38.281250 0.000002
38.671875 0.000002
39.062500 0.000002
39.453125 0.000001
39.843750 0.000001
40.234375 0.000001
40.625000 0.000001
41.015625 0.000001
41.406250 0.000001
41.796875 0.000001
42.187500 0.000001
42.578125 0.000001
42.968750 0.000001
43.359375 0.000001
43.750000 0.000001
44.140625 0.000001
44.531250 0.000001
44.921875 0.000001
45.312500 0.000001
45.703125 0.000001
46.093750 0.000001
46.484375 0.000001
46.875000 0.000001
47.265625 0.000001
47.656250 0.000001
48.046875 0.000001
48.437500 0.000001
48.828125 0.000001
49.218750 0.000001
49.609375 0.000001
50.000000 0.000001
50.390625 0.000001
50.781250 0.000001
51.171875 0.000001
51.562500 0.000001
51.953125 0.000001
52.343750 0.000001
52.734375 0.000001
53.125000 0.000001
53.515625 0.000001
53.906250 0.000001
54.296875 0.000001
54.687500 0.000001
55.078125 0.000001
55.468750 0.000001
55.859375 0.000001
56.250000 0.000001
56.640625 0.000001
57.031250 0.000001
57.421875 0.000001
57.812500 0.000001
58.203125 0.000001
58.593750 0.000001
58.984375 0.000001
59.375000 0.000001
59.765625 0.000001
60.156250 0.000001
60.546875 0.000001
60.937500 0.000001
61.328125 0.000001
61.718750 0.000001
62.109375 0.000001
62.500000 0.000001
62.890625 0.000001
63.281250 0.000001
63.671875 0.000001
64.062500 0.000001
64.453125 0.000001
64.843750 0.000001
65.234375 0.000001
65.625000 0.000001
66.015625 0.000001
66.406250 0.000001
66.796875 0.000001
67.187500 0.000001
67.578125 0.000001
67.968750 0.000001
68.359375 0.000001
68.750000 0.000001
69.140625 0.000001
69.531250 0.000001
69.921875 0.000001
70.312500 0.000001
70.703125 0.000001
71.093750 0.000001
